Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
1999-01-22 00:00:00-05:00,0.040118786537553526,0.04477531601883194,0.03558146850161037,0.0376117080450058,2714688000,0.0,0.0
1999-01-25 00:00:00-05:00,0.0405965399745699,0.04202889452409068,0.037611703930043774,0.04155205562710762,510480000,0.0,0.0
1999-01-26 00:00:00-05:00,0.042028917936412814,0.042865222622523555,0.03773093296436055,0.0383279025554657,343200000,0.0,0.0
1999-01-27 00:00:00-05:00,0.038447086621252693,0.03940260220917949,0.036297639429123,0.03820866718888283,244368000,0.0,0.0
1999-01-28 00:00:00-05:00,0.03820866841914826,0.038447087859194894,0.03785012203787199,0.038088541477918625,227520000,0.0,0.0
1999-01-29 00:00:00-05:00,0.03808855044690544,0.03820867741642224,0.03629764914512634,0.03629764914512634,244032000,0.0,0.0
1999-02-01 00:00:00-05:00,0.036297637571905135,0.03725314969484809,0.036297637571905135,0.03701473027467728,154704000,0.0,0.0
1999-02-02 00:00:00-05:00,0.03629765370810812,0.03725316625582631,0.0330743937489647,0.03414911776781082,264096000,0.0,0.0
1999-02-03 00:00:00-05:00,0.0336713616335548,0.03534305161147145,0.03343202318895751,0.03486529365181923,75120000,0.0,0.0
1999-02-04 00:00:00-05:00,0.03534305180208901,0.0377309226836864,0.03486529383986006,0.036775410175323486,181920000,0.0,0.0
1999-02-05 00:00:00-05:00,0.03737236875687172,0.03820867304882809,0.03641777195176506,0.03785012662410736,136848000,0.0,0.0
1999-02-08 00:00:00-05:00,0.038088550437472196,0.03820867740695925,0.03653698414564133,0.03653698414564133,154080000,0.0,0.0
1999-02-09 00:00:00-05:00,0.03725315199521818,0.03749157484620512,0.034625946981320536,0.035103704780340195,86976000,0.0,0.0
1999-02-10 00:00:00-05:00,0.03510371533013465,0.03605922779924237,0.03414911495834683,0.03474608436226845,148224000,0.0,0.0
1999-02-11 00:00:00-05:00,0.03486529233934966,0.03916327595534161,0.03486529233934966,0.03773092105984688,132240000,0.0,0.0
1999-02-12 00:00:00-05:00,0.038208682811385834,0.04011879583900962,0.038208682811385834,0.03988037630915642,109728000,0.0,0.0
1999-02-16 00:00:00-05:00,0.040596541557282,0.04226823454975336,0.03605922042476281,0.040118783712387085,211008000,0.0,0.0
1999-02-17 00:00:00-05:00,0.039163271156783704,0.03964102903991296,0.03725315855366183,0.03796933591365814,67728000,0.0,0.0
1999-02-18 00:00:00-05:00,0.039163275945201824,0.03964103388674562,0.0374915860306471,0.038566309958696365,70704000,0.0,0.0
1999-02-19 00:00:00-05:00,0.038208682811385834,0.04059655382831541,0.03773092482208004,0.03988037630915642,75360000,0.0,0.0
1999-02-22 00:00:00-05:00,0.040596541557282,0.041074299402176905,0.037969332875020814,0.040118783712387085,205248000,0.0,0.0
1999-02-23 00:00:00-05:00,0.041074307023586325,0.04286520836920882,0.03868643628535983,0.04202890396118164,138096000,0.0,0.0
1999-02-24 00:00:00-05:00,0.048237905344649314,0.05014893311230989,0.04429755389773717,0.04537227749824524,612768000,0.0,0.0
1999-02-25 00:00:00-05:00,0.04728332419619083,0.04871568264432992,0.043222844185772276,0.04393994063138962,149136000,0.0,0.0
1999-02-26 00:00:00-05:00,0.04441768046304832,0.04585003490962295,0.041552052640679314,0.041909683495759964,172608000,0.0,0.0
1999-03-01 00:00:00-05:00,0.04298441474264787,0.04393993049668526,0.040118786409919144,0.042149025946855545,92160000,0.0,0.0
1999-03-02 00:00:00-05:00,0.04202890863591477,0.04226824709405351,0.04107431159214286,0.04179048910737038,55248000,0.0,0.0
1999-03-03 00:00:00-05:00,0.04202887012096367,0.04202887012096367,0.03868640513638107,0.03892482444643974,61392000,0.0,0.0
1999-03-04 00:00:00-05:00,0.040834957976674274,0.04107429634597417,0.03773091060980173,0.038088541477918625,57360000,0.0,0.0
1999-03-05 00:00:00-05:00,0.03844709934655922,0.040357212225402554,0.03844709934655922,0.04023800417780876,78768000,0.0,0.0
1999-03-08 00:00:00-05:00,0.03916327738035693,0.0420289062051244,0.03844709990655036,0.04083497077226639,75888000,0.0,0.0
1999-03-09 00:00:00-05:00,0.04071575573189383,0.04274599526883024,0.04071575573189383,0.042149025946855545,143184000,0.0,0.0
1999-03-10 00:00:00-05:00,0.04274600737558043,0.04274600737558043,0.04083497532625307,0.04143194481730461,235344000,0.0,0.0
1999-03-11 00:00:00-05:00,0.04071576885400414,0.04143194643565427,0.039641041308641434,0.039641041308641434,54288000,0.0,0.0
1999-03-12 00:00:00-05:00,0.03988033954417891,0.03988033954417891,0.03820864758751149,0.03892482444643974,90768000,0.0,0.0
1999-03-15 00:00:00-05:00,0.039880385681565655,0.04107432147062088,0.0396410471658654,0.04059656336903572,108816000,0.0,0.0
1999-03-16 00:00:00-05:00,0.04083497246683347,0.041312730445710884,0.03892485948090314,0.03928340598940849,79152000,0.0,0.0
1999-03-17 00:00:00-05:00,0.03964102140005098,0.04035719862202119,0.038566297810533494,0.03952181339263916,51360000,0.0,0.0
1999-03-18 00:00:00-05:00,0.039641039377749675,0.0405965553931936,0.03868644229194056,0.0399995893239975,46320000,0.0,0.0
1999-03-19 00:00:00-05:00,0.039880364254600446,0.04131271885996354,0.039880364254600446,0.040118783712387085,105312000,0.0,0.0
1999-03-22 00:00:00-05:00,0.040954147076241176,0.04107427395197675,0.03892482444643974,0.03892482444643974,36672000,0.0,0.0
1999-03-23 00:00:00-05:00,0.039163274320948474,0.039163274320948474,0.035820806727782054,0.03653698414564133,163968000,0.0,0.0
1999-03-24 00:00:00-05:00,0.03629764914512634,0.036536984154690304,0.03486529089295837,0.03629764914512634,60864000,0.0,0.0
1999-03-25 00:00:00-05:00,0.03617844074687665,0.03820868064591534,0.03605922928065876,0.036775410175323486,40320000,0.0,0.0
1999-03-26 00:00:00-05:00,0.03725316826877467,0.04011879738547164,0.03725316826877467,0.0399995893239975,88272000,0.0,0.0
1999-03-29 00:00:00-05:00,0.041193507611751556,0.04214901981058624,0.0404773269490861,0.041193507611751556,65952000,0.0,0.0
1999-03-30 00:00:00-05:00,0.04131272722809146,0.041671273708671616,0.037491586040354075,0.03773092105984688,69504000,0.0,0.0
1999-03-31 00:00:00-05:00,0.03892485849652956,0.040834971434154904,0.03713395702626153,0.04035721346735954,153600000,0.0,0.0
1999-04-01 00:00:00-05:00,0.04035720812193396,0.04059654653840864,0.038447095437308405,0.03916327282786369,30432000,0.0,0.0
1999-04-05 00:00:00-04:00,0.03868643220304962,0.03964102903991296,0.0377309164367911,0.03796933591365814,98640000,0.0,0.0
